module code,title,skill
ACC4761D,Seminars in Accounting: Risk Management Technology,case
ACC4761D,Seminars in Accounting: Risk Management Technology,blogs
ACC4761D,Seminars in Accounting: Risk Management Technology,illustrate
ACC4761D,Seminars in Accounting: Risk Management Technology,prediction
ACC4761E,Seminars in Accounting: Public Sector Audit,internal audits
ACC4761F,Seminars in Accounting: Advanced Corporate Governance,corporate governance
ACC4761F,Seminars in Accounting: Advanced Corporate Governance,derived
ACC4761G,Seminars in Accounting: Advanced Risk Management,risk management
ACC4761G,Seminars in Accounting: Advanced Risk Management,derived
ACC4761H,Sem. in Acctg: Accounting & Business Analysis for Banks,accounting
ACC4761H,Sem. in Acctg: Accounting & Business Analysis for Banks,read
ACC4761H,Sem. in Acctg: Accounting & Business Analysis for Banks,banks
ACC4761H,Sem. in Acctg: Accounting & Business Analysis for Banks,banking
ACC4761H,Sem. in Acctg: Accounting & Business Analysis for Banks,economy
ACE5401,Approaches to Arts & Cultural Entrepreneurship,business study
ACE5401,Approaches to Arts & Cultural Entrepreneurship,cultural study
ACE5401,Approaches to Arts & Cultural Entrepreneurship,social science
ACE5401,Approaches to Arts & Cultural Entrepreneurship,entrepreneurship
ACE5401,Approaches to Arts & Cultural Entrepreneurship,cultural management
ACE5401,Approaches to Arts & Cultural Entrepreneurship,draw
ACE5401,Approaches to Arts & Cultural Entrepreneurship,social
ACE5401,Approaches to Arts & Cultural Entrepreneurship,tourism
ACE5401,Approaches to Arts & Cultural Entrepreneurship,design studies
ACE5402,Final Year Project,application framework
ACE5402,Final Year Project,peer to peer
ACE5402,Final Year Project,research
ACE5402,Final Year Project,partnering students
ACE5402,Final Year Project,entrepreneurship
ACE5402,Final Year Project,practice based
ACE5402,Final Year Project,supervision
ACE5402,Final Year Project,social
ACE5402,Final Year Project,cultural industries
ACE5403,Internship,experiential learning
ACE5404,Heritage: Peoples and Institutions,constructing
ACE5404,Heritage: Peoples and Institutions,drawing
ACE5405,Cultural Industries and the Law,intellectual property
ACE5405,Cultural Industries and the Law,intellectual property law
ACE5405,Cultural Industries and the Law,property law
ACE5405,Cultural Industries and the Law,contract law
ACE5405,Cultural Industries and the Law,due diligence
ACE5405,Cultural Industries and the Law,international business
ACE5405,Cultural Industries and the Law,governing
ACE5405,Cultural Industries and the Law,adjudicating
ACE5405,Cultural Industries and the Law,indemnities
ACE5405,Cultural Industries and the Law,copyright
ACE5405,Cultural Industries and the Law,framing
ACE5405,Cultural Industries and the Law,writing
ACE5405,Cultural Industries and the Law,negotiations
ACE5405,Cultural Industries and the Law,cultural resources
ACE5406,Arts Business,analytical
ACE5406,Arts Business,toolkits
ACE5406,Arts Business,survey
ACE5406,Arts Business,creative
ACE5406,Arts Business,socioeconomic
ACE5406,Arts Business,perspective
ACE5406,Arts Business,budget
ACE5406,Arts Business,scheme
ACE5407,"Museums, Exhibitions and the Curatorial",exhibition
ACE5407,"Museums, Exhibitions and the Curatorial",investigates
ACE5407,"Museums, Exhibitions and the Curatorial",collecting
ACE5407,"Museums, Exhibitions and the Curatorial",exhibitions
ACE5408,Managing Cultural Events,critical thinking
ACE5408,Managing Cultural Events,project management
ACE5408,Managing Cultural Events,case
ACE5408,Managing Cultural Events,managing
ACE5408,Managing Cultural Events,sustainable community
ACE5408,Managing Cultural Events,live event
ACE5408,Managing Cultural Events,programming
ACE5408,Managing Cultural Events,budgeting
ACE5408,Managing Cultural Events,risk assessment
ACE5408,Managing Cultural Events,innovation
ACE5408,Managing Cultural Events,creative
ACE5409,Arts Research and Social Practice,case
ACE5409,Arts Research and Social Practice,research
ACE5409,Arts Research and Social Practice,collaborative
ACE5409,Arts Research and Social Practice,creative
ACE5410,Cultural Diplomacy and Intelligence,soft power
ACE5410,Cultural Diplomacy and Intelligence,complexity theory
ACE5410,Cultural Diplomacy and Intelligence,cultural diversity
ACE5410,Cultural Diplomacy and Intelligence,creative industry
ACE5410,Cultural Diplomacy and Intelligence,case
ACE5410,Cultural Diplomacy and Intelligence,diplomacy
ACE5410,Cultural Diplomacy and Intelligence,management approaches
ACE5410,Cultural Diplomacy and Intelligence,planning
ACE5410,Cultural Diplomacy and Intelligence,education art
ACE5410,Cultural Diplomacy and Intelligence,tourism
ACE5410,Cultural Diplomacy and Intelligence,cross cultural
ACE5410,Cultural Diplomacy and Intelligence,marketplace
ACE5410,Cultural Diplomacy and Intelligence,social
ACE5410,Cultural Diplomacy and Intelligence,statistics
ACE5411,Cultural Informatics,new medium
ACE5411,Cultural Informatics,computational theories
ACE5411,Cultural Informatics,mediating
ACE5411,Cultural Informatics,informatics
ACE5411,Cultural Informatics,interrogated
ACE5411,Cultural Informatics,dissemination
ACE5411,Cultural Informatics,think critically
ACE5412,Mentorship,experiential learning
ACE5412,Mentorship,mentorship
ACE5412,Mentorship,entrepreneurship
ACE5413,Consulting as an Advanced Communication & Career Skill,value creation
ACE5413,Consulting as an Advanced Communication & Career Skill,drawing
ACE5413,Consulting as an Advanced Communication & Career Skill,communication
ACE5413,Consulting as an Advanced Communication & Career Skill,research
ACE5413,Consulting as an Advanced Communication & Career Skill,management
ACE5413,Consulting as an Advanced Communication & Career Skill,students develop
ACE5413,Consulting as an Advanced Communication & Career Skill,consulting
ACE5413,Consulting as an Advanced Communication & Career Skill,manage clients
ACE5414,International Culture & Communication Study Experience,experiential learning
ACE5414,International Culture & Communication Study Experience,creative industry
ACE5414,International Culture & Communication Study Experience,digital communication
ACE5414,International Culture & Communication Study Experience,public health
ACE5414,International Culture & Communication Study Experience,international communication
ACE5414,International Culture & Communication Study Experience,communication
ACE5414,International Culture & Communication Study Experience,advertised
ACE5414,International Culture & Communication Study Experience,advertising
ACE5414,International Culture & Communication Study Experience,researchers
ACE5414,International Culture & Communication Study Experience,integrates
ACE5415,Sustainability and Creativity,creative industry
ACE5415,Sustainability and Creativity,sustainable development
ACE5415,Sustainability and Creativity,sustainable
ACE5415,Sustainability and Creativity,creativity
ACE5415,Sustainability and Creativity,sustainability
ACE5415,Sustainability and Creativity,tourism
ACE5415,Sustainability and Creativity,film
ACE5415,Sustainability and Creativity,sustainability communication
ACE5415,Sustainability and Creativity,advocacy
ACE5415,Sustainability and Creativity,entrepreneurship
ACE5480,Topics in Arts and Cultural Entrepreneurship,creative entrepreneurship
ACE5480,Topics in Arts and Cultural Entrepreneurship,creative industry
ACE5480,Topics in Arts and Cultural Entrepreneurship,entrepreneurship
ACE5480,Topics in Arts and Cultural Entrepreneurship,instruction
ACE5480,Topics in Arts and Cultural Entrepreneurship,research
ACE5480,Topics in Arts and Cultural Entrepreneurship,lecturer
ACE5480,Topics in Arts and Cultural Entrepreneurship,teaching
ADS5101,Introduction to Data Science for Decision-Making,decision make
ADS5101,Introduction to Data Science for Decision-Making,return on investment
ADS5101,Introduction to Data Science for Decision-Making,customer experience
ADS5101,Introduction to Data Science for Decision-Making,explore data
ADS5101,Introduction to Data Science for Decision-Making,investigated
ADS5101,Introduction to Data Science for Decision-Making,derived
ADS5101,Introduction to Data Science for Decision-Making,decision
ADS5101,Introduction to Data Science for Decision-Making,decision making
ADS5101M,Introduction to Data Science for Decision-Making (Maritime),decision make
ADS5101M,Introduction to Data Science for Decision-Making (Maritime),return on investment
ADS5101M,Introduction to Data Science for Decision-Making (Maritime),customer experience
ADS5101M,Introduction to Data Science for Decision-Making (Maritime),explore data
ADS5101M,Introduction to Data Science for Decision-Making (Maritime),investigated
ADS5101M,Introduction to Data Science for Decision-Making (Maritime),derived
ADS5101M,Introduction to Data Science for Decision-Making (Maritime),decision
ADS5101M,Introduction to Data Science for Decision-Making (Maritime),decision making
ADS5101M,Introduction to Data Science for Decision-Making (Maritime),m
ADS5111M,Foundations of Data Analytics for the Maritime Industry,port management
ADS5111M,Foundations of Data Analytics for the Maritime Industry,data drive decision make
ADS5111M,Foundations of Data Analytics for the Maritime Industry,decision make
ADS5111M,Foundations of Data Analytics for the Maritime Industry,return on investment
ADS5111M,Foundations of Data Analytics for the Maritime Industry,customer experience
ADS5111M,Foundations of Data Analytics for the Maritime Industry,logistics
ADS5111M,Foundations of Data Analytics for the Maritime Industry,innovation
ADS5111M,Foundations of Data Analytics for the Maritime Industry,data drive
ADS5111M,Foundations of Data Analytics for the Maritime Industry,operations
ADS5111M,Foundations of Data Analytics for the Maritime Industry,industry standards
ADS5201,Data Visualisation with R,source language
ADS5201,Data Visualisation with R,data processing
ADS5201,Data Visualisation with R,hierarchical clustering
ADS5201,Data Visualisation with R,r
ADS5201,Data Visualisation with R,data analysis
ADS5201,Data Visualisation with R,automation
ADS5201,Data Visualisation with R,document generation
ADS5201,Data Visualisation with R,dplyr
ADS5201,Data Visualisation with R,ggplot2
ADS5201,Data Visualisation with R,analytical
ADS5201,Data Visualisation with R,decision
ADS5201,Data Visualisation with R,driven processes
ADS5201,Data Visualisation with R,decision processes
ADS5201M,Data Visualisation with R (Maritime),source language
ADS5201M,Data Visualisation with R (Maritime),data processing
ADS5201M,Data Visualisation with R (Maritime),hierarchical clustering
ADS5201M,Data Visualisation with R (Maritime),decision make
ADS5201M,Data Visualisation with R (Maritime),r
ADS5201M,Data Visualisation with R (Maritime),data analysis
ADS5201M,Data Visualisation with R (Maritime),automation
ADS5201M,Data Visualisation with R (Maritime),document generation
ADS5201M,Data Visualisation with R (Maritime),dplyr
ADS5201M,Data Visualisation with R (Maritime),ggplot2
ADS5201M,Data Visualisation with R (Maritime),analytical
ADS5201M,Data Visualisation with R (Maritime),m
ADS5202,Applied Regression for Predictive Analytics using R,categorical datum
ADS5202,Applied Regression for Predictive Analytics using R,multiple linear regression
ADS5202,Applied Regression for Predictive Analytics using R,linear regression
ADS5202,Applied Regression for Predictive Analytics using R,logistic regression
ADS5202,Applied Regression for Predictive Analytics using R,regression models
ADS5202,Applied Regression for Predictive Analytics using R,ridge lasso
ADS5202,Applied Regression for Predictive Analytics using R,r
ADS5202,Applied Regression for Predictive Analytics using R,programming language
ADS5202,Applied Regression for Predictive Analytics using R,data driven
ADS5203,Simulation Modelling in R,decision make
ADS5203,Simulation Modelling in R,discrete event simulation
ADS5203,Simulation Modelling in R,confidence interval
ADS5203,Simulation Modelling in R,probability distribution
ADS5203,Simulation Modelling in R,simulate
ADS5203,Simulation Modelling in R,delves
ADS5203,Simulation Modelling in R,simulation
ADS5203,Simulation Modelling in R,simulations
ADS5203,Simulation Modelling in R,decision making
ADS5203,Simulation Modelling in R,finance
