module_code,module_title,module_faculty,module_department,top_k_mean_sim,rank_top_k_sim,top_k_max_sim,top_k_min_sim,breadth_n_ssoc_groups,rank_breadth,coverage_n_jobs,coverage_pct,rank_coverage
LAJ3204,Business Japanese 2,Arts and Social Science,Centre for Language Studies,0.6915038824081421,133,0.71435546875,0.66650390625,8,3,5061,71.27,69
FIN4716,Equity Research Seminar,NUS Business School,Finance,0.6915038824081421,133,0.708984375,0.68310546875,3,8,4429,62.37,151
FIN4118,Equity Research Seminar,NUS Business School,Finance,0.6915038824081421,133,0.708984375,0.68310546875,3,8,4429,62.37,151
CN3101,Chemical Engineering Process Lab I,College of Design and Engineering,Chemical and Biomolecular Engineering,0.6912597417831421,134,0.70458984375,0.669921875,2,9,1099,15.48,1619
RE3809,Real Estate Development and Finance Law,NUS Business School,Real Estate,0.691162109375,135,0.7109375,0.6796875,1,10,2646,37.26,675
CE1103,Principles of Structural and Geotechnical Engineering,College of Design and Engineering,Civil and Environmental Engineering,0.690966784954071,136,0.7119140625,0.68017578125,2,9,1727,24.32,1157
CN4119,Final Year Design Project,College of Design and Engineering,Chemical and Biomolecular Engineering,0.690869152545929,137,0.7080078125,0.666015625,2,9,2365,33.31,802
IE2130,Quality Engineering I,College of Design and Engineering,Industrial Systems Engineering and Management,0.6908203363418579,138,0.69873046875,0.67822265625,1,10,1448,20.39,1351
MT4003,Engineering Product Development,College of Design and Engineering,Industrial Systems Engineering and Management,0.690722644329071,139,0.697265625,0.685546875,3,8,3860,54.36,251
DSC3202,Procurement Management,NUS Business School,Analytics and Operations,0.690673828125,140,0.7158203125,0.673828125,3,8,3664,51.6,299
DOS3702,Procurement Management,NUS Business School,Analytics and Operations,0.690673828125,140,0.7158203125,0.673828125,3,8,3664,51.6,299
ESP3201A,Machine Learning in Engineering Science,College of Design and Engineering,Engineering Science Programme,0.6905761957168579,141,0.72607421875,0.6630859375,4,7,664,9.35,2003
MKT3422D,TIM: Sustainability Marketing,NUS Business School,Marketing,0.690185546875,142,0.7373046875,0.6806640625,4,7,3523,49.61,340
GES1000T,Singapore Employment Law,Cont and Lifelong Education,SCALE Dean's Office,0.689990222454071,143,0.7001953125,0.67822265625,1,10,4524,63.71,131
CE3155B,Structural Modelling,College of Design and Engineering,Civil and Environmental Engineering,0.6898437738418579,144,0.7255859375,0.6806640625,2,9,1315,18.52,1441
CN4211E,Petrochemicals & Processing Technology,Cont and Lifelong Education,SCALE Dean's Office,0.689746081829071,145,0.7080078125,0.67431640625,3,8,3225,45.42,433
ESE2102,Principles & Practice in Environmental Monitoring,College of Design and Engineering,Civil and Environmental Engineering,0.689746081829071,145,0.74658203125,0.671875,4,7,4386,61.77,159
AR1326,Architectural Construction,College of Design and Engineering,Architecture,0.6895507574081421,146,0.7041015625,0.67626953125,4,7,1953,27.5,1018
AR2523,Computational Thinking: Building Information Modelling,College of Design and Engineering,Architecture,0.6893554925918579,147,0.7197265625,0.68017578125,4,7,838,11.8,1840
TCN4211,Petrochemicals & Processing Technology,Cont and Lifelong Education,SCALE Dean's Office,0.6893066167831421,148,0.70654296875,0.67626953125,3,8,2887,40.66,569
LL4008B,Charterparties,Law,FoL Dean's Office,0.689257800579071,149,0.7607421875,0.66552734375,3,8,3504,49.35,346
LL4008BV,Charterparties,Law,FoL Dean's Office,0.689257800579071,149,0.7607421875,0.66552734375,3,8,3504,49.35,346
ESP3201,Machine Learning in Robotics and Engineering,College of Design and Engineering,Engineering Science Programme,0.689013659954071,150,0.73583984375,0.66650390625,4,7,504,7.1,2154
UTS2831,Global AI Innovations and Singapore Entrepreneurial Landscape,Residential College,Acacia College,0.688720703125,151,0.71142578125,0.66796875,4,7,3386,47.68,383
IE4230,Quality Engineering II,College of Design and Engineering,Industrial Systems Engineering and Management,0.688671886920929,152,0.69921875,0.68212890625,1,10,1819,25.62,1095
PF3504,Sustainable Energy Management,College of Design and Engineering,Built Environment,0.688671886920929,152,0.75341796875,0.6376953125,3,8,2739,38.57,633
CN3109,Chemical Engineering Process Laboratory III,College of Design and Engineering,Chemical and Biomolecular Engineering,0.6883789300918579,153,0.70703125,0.6748046875,2,9,2256,31.77,861
IPM3102,Infrastructure and Facilities Management,College of Design and Engineering,Built Environment,0.688037097454071,154,0.7353515625,0.662109375,4,7,3992,56.22,223
PHS2120,Drug Product Development and Lifecycle Management,Science,PharmacyandPharmaceuticalScience,0.687939465045929,155,0.7099609375,0.6796875,8,3,5109,71.95,63
CE4106,B.Eng Dissertation,College of Design and Engineering,Civil and Environmental Engineering,0.6878906488418579,156,0.703125,0.6787109375,2,9,1916,26.98,1038
MLE3101,Materials Characterisation Laboratory,College of Design and Engineering,Materials Science and Engineering,0.6878906488418579,156,0.73974609375,0.66552734375,2,9,2147,30.24,912
EE4112,Radio Frequency Design and Systems,College of Design and Engineering,Electrical and Computer Engineering,0.687744140625,157,0.76611328125,0.6552734375,2,9,1476,20.79,1331
BSN3713,Entrepreneurial Boot Camp,NUS Business School,Strategy and Policy,0.6875,158,0.6875,0.6875,2,9,3729,52.51,285
CN3108,Chemical Engineering Process Laboratory II,College of Design and Engineering,Chemical and Biomolecular Engineering,0.6875,158,0.7216796875,0.66943359375,3,8,1647,23.19,1211
LL4063V,Business & Finance For Lawyers,Law,FoL Dean's Office,0.6871582269668579,159,0.70751953125,0.67138671875,6,5,2766,38.95,617
LL4063,Business & Finance For Lawyers,Law,FoL Dean's Office,0.6871582269668579,159,0.70751953125,0.67138671875,6,5,2766,38.95,617
ETP3251,Global Entrepreneurial Marketing,Non-Faculty-based Departments,NUS Enterprise Academy,0.6871093511581421,160,0.71533203125,0.67236328125,3,8,5093,71.72,65
TR3003,Global Entrepreneurial Marketing,Non-Faculty-based Departments,NUS Enterprise Academy,0.6871093511581421,160,0.71533203125,0.67236328125,3,8,5093,71.72,65
SW4224,Financial Capability and Asset Building,Arts and Social Science,Social Work,0.687060534954071,161,0.71826171875,0.66943359375,4,7,4025,56.68,220
SW4224HM,Financial Capability and Asset Building,Arts and Social Science,Social Work,0.687060534954071,161,0.71826171875,0.66943359375,4,7,4025,56.68,220
FIN3720,Financial Statement Analysis,NUS Business School,Finance,0.686962902545929,162,0.71630859375,0.67138671875,5,6,3003,42.29,519
ME3102,Mechanical Systems Design II,College of Design and Engineering,Mechanical Engineering,0.686962902545929,162,0.71728515625,0.67431640625,1,10,1541,21.7,1284
CE3203,Optimization and Algorithms for Civil Engineers,College of Design and Engineering,Civil and Environmental Engineering,0.6866210699081421,163,0.70068359375,0.6640625,2,9,1506,21.21,1310
FIN3713,Bank Management,NUS Business School,Finance,0.6866210699081421,163,0.71142578125,0.66748046875,1,10,1436,20.22,1357
FIN3117,Bank Management,NUS Business School,Finance,0.6866210699081421,163,0.71142578125,0.66748046875,1,10,1436,20.22,1357
FIN3115,International Financial Management,NUS Business School,Finance,0.686474621295929,164,0.71337890625,0.6748046875,3,8,3085,43.44,480
FIN3711,International Financial Management,NUS Business School,Finance,0.686474621295929,164,0.71337890625,0.6748046875,3,8,3085,43.44,480
ME4263,Fundamentals of Product Development,College of Design and Engineering,Mechanical Engineering,0.6863769292831421,165,0.71142578125,0.6806640625,3,8,4226,59.51,186
RE2707,Asset and Property Management,NUS Business School,Real Estate,0.6861816644668579,166,0.716796875,0.666015625,5,6,4702,66.22,106
TCN3135,"Process Safety, Health and Environment",Cont and Lifelong Education,SCALE Dean's Office,0.6861327886581421,167,0.7119140625,0.6669921875,2,9,1683,23.7,1187
CN3135,"Process Safety, Health and Environment",College of Design and Engineering,Chemical and Biomolecular Engineering,0.6861327886581421,167,0.7119140625,0.6669921875,2,9,1683,23.7,1187
CN3135E,"Process Safety, Health and Environment",Cont and Lifelong Education,SCALE Dean's Office,0.6861327886581421,167,0.7119140625,0.6669921875,2,9,1683,23.7,1187
SW3219,Child-centric Social Work,Arts and Social Science,Social Work,0.6859375238418579,168,0.70556640625,0.66943359375,4,7,3210,45.2,439
BSP3011,Family Business,NUS Business School,Strategy and Policy,0.6859375238418579,168,0.70751953125,0.68017578125,6,5,5783,81.44,17
TCE3116,Foundation Engineering,Cont and Lifelong Education,SCALE Dean's Office,0.6859375238418579,168,0.69287109375,0.6640625,1,10,1716,24.17,1166
CN4233R,Good Manufacturing Practices in Pharmaceutical Industry,College of Design and Engineering,Chemical and Biomolecular Engineering,0.6858886480331421,169,0.71240234375,0.6650390625,4,7,1427,20.1,1363
SW4209,Law & Social Work Practice,Arts and Social Science,Social Work,0.685839831829071,170,0.72998046875,0.6689453125,2,9,1607,22.63,1236
CLC2203,Community Development Practicum I,Non-Faculty-based Departments,Chua Thian Poh Comm Leader Center,0.685839831829071,170,0.72021484375,0.666015625,1,10,4341,61.13,165
SW4209HM,Law & Social Work Practice,Arts and Social Science,Social Work,0.685839831829071,170,0.72998046875,0.6689453125,2,9,1607,22.63,1236
CFG2100,Introduction to Decision-Making in Business,NUS,Centre for Future-ready Grads,0.685791015625,171,0.68994140625,0.681640625,1,10,5571,78.45,29
CE4104N,Final Year Project,College of Design and Engineering,Civil and Environmental Engineering,0.685742199420929,172,0.720703125,0.66943359375,3,8,3573,50.32,324
DOS3714,Sustainable Operations Management,NUS Business School,Analytics and Operations,0.6856933832168579,173,0.712890625,0.6416015625,5,6,2517,35.45,725
DSC3226,Sustainable Operations Management,NUS Business School,Analytics and Operations,0.6856933832168579,173,0.712890625,0.6416015625,5,6,2517,35.45,725
CE2409,Computer Applications in Civil Engineering,College of Design and Engineering,Civil and Environmental Engineering,0.685498058795929,174,0.6962890625,0.6689453125,2,9,1429,20.12,1361
DSC3223,Operations Strategy,NUS Business School,Analytics and Operations,0.685498058795929,174,0.71337890625,0.67333984375,6,5,5083,71.58,66
ACC3727,"Business Processes, Systems and Assurance - Advanced",NUS Business School,Accounting,0.685498058795929,174,0.701171875,0.6640625,4,7,5119,72.09,62
QF2103,Computing for Quantitative Finance,Science,Mathematics,0.685302734375,175,0.73193359375,0.66650390625,4,7,987,13.9,1707
BMI3201C,Clinical Data System Design Testing and Governance,Yong Loo Lin Sch of Medicine,NUS Medicine Dean's Office,0.685009777545929,176,0.6943359375,0.67236328125,3,8,4415,62.17,152
BT4211,Data-Driven Marketing,Computing,Information Systems and Analytics,0.685009777545929,176,0.71923828125,0.6728515625,5,6,4210,59.29,190
BMI3201,Clinical Data System Design Testing and Governance,Yong Loo Lin Sch of Medicine,NUS Medicine Dean's Office,0.685009777545929,176,0.6943359375,0.67236328125,3,8,4415,62.17,152
CN4211R,Petrochemicals and Processing Technology,College of Design and Engineering,Chemical and Biomolecular Engineering,0.684863269329071,177,0.70166015625,0.66845703125,4,7,2568,36.16,707
DBA4714,Deep Learning and Generative AI in Business,NUS Business School,Analytics and Operations,0.684814453125,178,0.7412109375,0.66357421875,4,7,2995,42.18,521
FIN3761A,TIF: Transaction Banking,NUS Business School,Finance,0.6845703125,179,0.72998046875,0.6748046875,5,6,5030,70.84,71
EE4401,Optoelectronics,College of Design and Engineering,Electrical and Computer Engineering,0.6844238042831421,180,0.705078125,0.64306640625,3,8,805,11.34,1872
ACC3704,Advanced Corporate Accounting and Reporting,NUS Business School,Accounting,0.6841796636581421,181,0.703125,0.67578125,3,8,4834,68.07,93
ACC4702,Advanced Corporate Accounting and Reporting,NUS Business School,Accounting,0.6841796636581421,181,0.703125,0.67578125,3,8,4834,68.07,93
MKT3716,Customer Relationship Management,NUS Business School,Marketing,0.684130847454071,182,0.69287109375,0.6728515625,2,9,3359,47.3,389
MKT3417,Customer Relationship Management,NUS Business School,Marketing,0.684130847454071,182,0.69287109375,0.6728515625,2,9,3359,47.3,389
SW3215,Socio-Cultural Theories in Social Work,Arts and Social Science,Social Work,0.684130847454071,182,0.7275390625,0.66357421875,1,10,2497,35.16,735
TEE3013,Labview for Electrical Engineers,Cont and Lifelong Education,SCALE Dean's Office,0.68408203125,183,0.697265625,0.67724609375,3,8,1726,24.31,1158
LAD4003,Landscape Construction II,College of Design and Engineering,Architecture,0.6837402582168579,184,0.73388671875,0.6650390625,6,5,3018,42.5,511
EE4434,"Integrated Circuit Technology, Design and Testing",College of Design and Engineering,Electrical and Computer Engineering,0.683642566204071,185,0.708984375,0.66650390625,3,8,808,11.38,1869
TIC4303,Software Security,Cont and Lifelong Education,SCALE Dean's Office,0.6834961175918579,186,0.70751953125,0.6728515625,3,8,1483,20.88,1325
DSC4214,Co-ordination and Flexibility in SCM,NUS Business School,Analytics and Operations,0.6834472417831421,187,0.7431640625,0.6650390625,6,5,4975,70.06,74
TIC2002,Introduction to Software Engineering,Cont and Lifelong Education,SCALE Dean's Office,0.683349609375,188,0.69482421875,0.66943359375,3,8,1784,25.12,1119
BT4301,Business Analytics Solutions Development and Deployment,Computing,Information Systems and Analytics,0.683056652545929,189,0.701171875,0.6689453125,2,9,3015,42.46,512
NM3243,User Experience Design,Arts and Social Science,Communications and New Media,0.6830078363418579,190,0.76220703125,0.6328125,4,7,1984,27.94,1000
TCX3224,Managing Software Projects,Cont and Lifelong Education,SCALE Dean's Office,0.682910144329071,191,0.70947265625,0.6630859375,4,7,2284,32.16,846
UTC2400,Community Leadership,Residential College,College of Alice and Peter Tan,0.682861328125,192,0.68359375,0.68212890625,1,10,2988,42.08,523
UTS2414,Community Leadership,Residential College,College of Alice and Peter Tan,0.682861328125,192,0.68359375,0.68212890625,1,10,2988,42.08,523
LL4054V,Domestic and International Sale of Goods,Law,FoL Dean's Office,0.682812511920929,193,0.697265625,0.6767578125,5,6,5131,72.26,58
CN4216E,Electronic Materials Science,Cont and Lifelong Education,SCALE Dean's Office,0.6827636957168579,194,0.72509765625,0.6591796875,3,8,1650,23.24,1209
TCN4216,Electronic Materials Science,Cont and Lifelong Education,SCALE Dean's Office,0.6827636957168579,194,0.72509765625,0.6591796875,3,8,1650,23.24,1209
TCE3100,Independent Study in Civil Engineering Infrastructure,Cont and Lifelong Education,SCALE Dean's Office,0.682666003704071,195,0.7236328125,0.669921875,3,8,2256,31.77,861
LAC3202,Chinese 4,Arts and Social Science,Centre for Language Studies,0.6825195550918579,196,0.72412109375,0.6640625,3,8,3066,43.18,491
ESP3903,Major Design Project 2,College of Design and Engineering,Engineering Science Programme,0.6824706792831421,197,0.6953125,0.6767578125,4,7,3770,53.09,273
ME2162E,Manufacturing Processes,College of Design and Engineering,Mechanical Engineering,0.6824706792831421,197,0.7177734375,0.666015625,1,10,1397,19.67,1382
TEE4112,Radio Frequency Design and Systems,Cont and Lifelong Education,SCALE Dean's Office,0.682324230670929,198,0.75927734375,0.64501953125,2,9,1305,18.38,1451
EE4112E,Radio Frequency Design and Systems,Cont and Lifelong Education,SCALE Dean's Office,0.682324230670929,198,0.75927734375,0.64501953125,2,9,1305,18.38,1451
EE3013C,Labview for Electrical Engineers,College of Design and Engineering,Electrical and Computer Engineering,0.682324230670929,198,0.6962890625,0.67529296875,3,8,1646,23.18,1212
EE3013E,Labview for Electrical Engineers,Cont and Lifelong Education,SCALE Dean's Office,0.682324230670929,198,0.6962890625,0.67529296875,3,8,1646,23.18,1212
ME2103,Engineering Visualization & Modeling,College of Design and Engineering,Mechanical Engineering,0.6822265386581421,199,0.70166015625,0.66943359375,2,9,1937,27.28,1026
